,x1,x2,x3,x4,x5
269172,8.383410943183895e-05,403,31,3,245
7031,0.0001184561098812,403,31,0,951
203639,0.0001631164845142,2808,372,4,855
170879,0.0004684629210462,2808,110,6,728
301955,8.569701418626943e-05,101,19,2,245
105354,0.0001786325698829,2808,364,56,796
662416,0.0004533553151438,2808,110,3,728
859026,0.0001378917181521,229,27,0,1129
2825107,0.0001343788917315,677,3,0,204
334740,0.0001567087770423,403,43,13,855
695189,8.255236014636075e-05,162,39,2,245
203670,8.255236014636075e-05,229,23,2,951
400279,0.0001807778886207,2808,364,5,796
39828,8.255236014636075e-05,677,54,1,951
2366358,0.0001022906096454,677,33,0,728
957340,0.0001212015181794,2808,462,6,951
203695,0.0001407574925257,2808,369,4,1129
334770,0.0001342486525398,406,82,11,540
596922,0.0001020558625062,406,75,5,245
1973181,0.0003707304911559,403,0,0,204
203711,0.0004678653840748,406,10,6,951
302026,9.389465220258372e-05,2808,462,0,951
105422,0.0001337621021702,2808,462,13,951
1416172,8.255236014636075e-05,89,3,1,155
334829,9.578660772766522e-05,403,31,11,245
203764,0.0001041214943964,2808,10,0,204
203765,9.9072694494273e-05,2808,462,0,951
105462,9.2300515536638e-05,677,33,1,728
138235,0.0001161147338105,2808,369,0,1129
826364,0.0001176624599794,38,7,2,951
2923522,8.827217283229683e-05,2808,10,0,204
498691,0.0002091924324801,2808,364,14,796
891907,0.0001490912521126,81,5,2,951
171015,0.00011980423303,406,10,0,951
891911,9.300852922609284e-05,677,82,0,796
72716,0.0001276402737885,403,31,1,951
564239,0.0001455859522279,2808,372,14,855
662545,0.0001010338926914,677,67,0,1129
302106,0.0002235394007435,677,54,6,951
203804,8.255236014636075e-05,46,5,1,540
138271,0.0001859920847331,2808,369,5,1129
7230,0.0002331513610957,2808,372,3,855
793664,0.0001639350716166,677,82,5,796
269390,8.255236014636075e-05,403,13,3,155
138332,8.255236014636075e-05,677,99,6,540
138335,0.000100574644851,677,116,0,855
597094,0.0001761183321271,2808,462,23,951
924780,0.0003197289094896,2808,462,5,951
564333,0.000140733174239,2808,462,27,951
662642,8.255236014636075e-05,403,31,1,951
7305,0.000122755458565,2808,364,2,796
171150,0.0001511743705806,2808,364,8,796
760977,9.502079774396928e-05,677,116,3,855
105618,0.0001555665941687,81,11,5,796
2759830,0.0001210930117104,2808,110,0,728
72861,0.0001699602249714,208,61,0,1129
990366,0.0002461246905941,2808,110,1,728
990368,0.0001833437553876,2808,110,1,728
105638,0.0002289766718873,2808,110,0,728
138407,0.0001218815617329,677,116,2,855
990384,0.0001207299216473,2808,110,2,728
40124,0.0003223356487695,2808,369,0,1129
531653,0.000330117408004,2808,110,0,728
171220,0.0001715540168347,406,23,0,796
105685,0.0001128021146883,2808,364,0,796
793821,0.0001294506726223,208,9,10,796
761064,9.3455217521049e-05,406,82,1,540
72941,0.0004775572203795,2808,110,0,728
793845,0.00013723907966,2808,462,7,951
597239,0.0001369788368678,2808,369,1,1129
793848,0.0003950891051164,208,61,1,1129
3415304,0.0003259176044623,677,3,0,204
662797,0.0002349164247389,677,67,7,1129
662800,8.530518241256271e-05,403,13,19,155
498961,0.00011656896624,2808,462,4,951
761108,0.000175871489623,2808,110,7,728
597269,0.0001077240395858,2808,369,0,1129
761109,8.46046178576236e-05,2808,369,0,1129
7448,0.0001597575687634,677,116,11,855
138520,0.0001731464250573,2808,364,45,796
40225,0.00015719606214,677,99,36,540
826660,8.880635880476466e-05,141,19,4,951
40230,0.0001305065423782,2808,369,2,1129
72998,0.0001311819843854,2808,369,0,1129
793898,8.356455480568038e-05,2808,462,1,951
498987,0.0001644868832704,677,67,10,1129
793913,8.901588549669612e-05,2808,462,0,951
597309,0.000122199972332,677,99,27,540
138560,8.255236014636075e-05,406,43,1,155
597314,0.0001201726353277,2808,369,0,1129
3120458,0.0003473837761977,677,3,0,204
400717,0.0003072927396816,2808,369,0,1129
761179,0.000379733879068,677,67,14,1129
40294,9.156572029909632e-05,2808,369,1,1129
859509,8.659267370619366e-05,2808,369,11,1129
793988,9.82628669543601e-05,2808,99,43,540
925066,0.0001952717321206,677,67,8,1129
1580437,0.0001425426003165,403,8,0,728
400815,0.0001473375958739,2808,369,1,1129
859589,0.0004304744406894,2808,110,5,728
335302,0.0001475175967613,2808,462,5,951
138699,0.0001740468233616,2808,99,63,540
368112,0.0002786121956509,403,49,16,1129
564726,0.0001407252732267,2808,462,6,951
925181,0.0001084861477127,2808,372,14,855
761341,0.0002218047491687,677,67,4,1129
7689,0.0003186144584707,677,67,37,1129
466442,0.0001730359445971,229,23,0,951
3153419,0.0003461200305292,2808,10,0,204
531986,0.0002294216908565,2808,372,238,855
7729,0.0002194131590046,2808,372,5,855
794161,0.0001568057590927,2808,110,0,728
7731,0.0002557523301809,2808,369,5,1129
40501,0.0001741706492821,38,10,2,796
826936,9.45907929724018e-05,2808,369,0,1129
794173,8.255236014636075e-05,2808,364,2,796
1449541,0.0003252901720305,403,49,0,1129
335431,0.0002288102775223,406,3,0,1129
138833,0.0001713750180859,81,18,23,855
138837,8.394276470290544e-05,101,19,4,245
2825814,9.757646310776142e-05,2808,110,1,728
302685,0.0001185591677748,677,116,11,855
204386,0.0001357277116163,2808,372,52,855
171637,0.0001457637548461,2808,99,20,540
958076,8.255236014636075e-05,406,43,8,155
761478,8.255236014636075e-05,406,82,1,540
695943,0.0001663448751694,229,3,0,728
958087,0.0004787518748228,2808,110,0,728
794257,0.0001218255807952,2808,369,0,1129
269972,0.0001527223394809,677,99,14,540
237205,0.0003396066275579,2808,462,77,951
106145,0.0002000387222008,677,67,0,1129
958117,9.937141930996732e-05,406,23,0,796
73383,0.0001256721478221,677,116,5,855
401066,9.904137720329735e-05,406,82,4,540
892586,8.255236014636075e-05,2808,364,1,796
171693,8.255236014636075e-05,95,21,2,540
302765,0.0001765475477344,141,36,6,796
302774,9.65507977654243e-05,208,61,1,1129
2006721,8.38326680924687e-05,2808,110,1,728
794306,0.0001087011020412,2808,462,0,951
40648,0.0001673667747097,2808,110,0,728
73421,0.0001127080502265,2808,364,14,796
171726,0.0001058993405021,229,23,0,951
696015,0.0001160819577997,2808,364,10,796
171728,8.255236014636075e-05,162,37,9,155
663255,0.0002562313825235,2808,110,0,728
401114,9.179792510374146e-05,677,82,1,796
859868,0.0001212730207793,2808,364,6,796
73444,0.0002161211429893,2808,369,0,1129
597736,0.0004549619621857,208,61,9,1129
270060,0.0001183902011404,403,43,0,855
368367,0.0002262825420578,162,37,10,540
7920,0.0001731236659264,2808,462,44,951
40695,8.255236014636075e-05,50,8,2,155
925450,0.0002045297440999,2808,372,1,855
401166,8.255236014636075e-05,2808,364,1,796
139026,0.0001898497997688,2808,372,221,855
794401,8.540746441480982e-05,2808,110,0,728
7974,9.279868814439324e-05,403,31,0,951
40743,0.0001491085689501,2808,110,2,728
794419,9.213547260130198e-05,101,30,0,540
106298,0.0001295153164542,46,3,7,796
368451,0.000181349948702,162,37,8,540
466759,0.0001544875155318,89,22,15,951
630603,8.255236014636075e-05,403,47,1,540
171854,0.0004539541588452,141,4,0,728
794449,8.828290933648558e-05,2808,99,5,540
139089,0.0002609524607417,2808,462,15,951
73553,8.617453597506803e-05,2808,372,0,855
925528,0.00014663320475,2808,462,10,951
827224,9.463227692691476e-05,229,37,0,855
892771,0.0001405488467509,677,116,24,855
892775,8.255236014636075e-05,229,17,1,796
761706,0.00010338449244,2808,99,7,540
302955,0.0001027716868422,141,4,0,728
171889,0.0002241085468743,141,12,0,1129
827250,8.462255574045728e-05,677,99,8,540
597875,8.255236014636075e-05,2808,372,1,855
663424,8.255236014636075e-05,677,116,1,855
335747,0.0004094646920441,2808,369,13,1129
73605,8.255236014636075e-05,141,36,2,855
401287,0.0001798763456467,2808,462,6,951
892823,0.0001125193473783,2808,372,17,855
663455,9.015000700028864e-05,141,19,1,951
270243,0.0001337456510895,229,3,0,728
204708,0.0001566877786592,2808,364,18,796
204714,8.743080451523985e-05,101,17,7,155
73644,0.0001081382893214,2808,99,7,540
860080,0.0003707137571194,2808,369,10,1129
8125,0.0003693343992587,677,33,1,728
1482685,8.412324202317451e-05,81,3,0,1129
368578,8.255236014636075e-05,2808,369,1,1129
925635,0.0001662663837938,677,33,0,728
925636,0.0001031966496266,2808,369,0,1129
303050,0.0001089590969265,677,1,23,155
139212,0.0003942383827998,2808,110,0,728
237517,0.0001086019140306,403,43,14,855
597965,0.0001218488986333,2808,369,5,1129
73682,0.0001999278779421,677,67,1,1129
40922,8.821174747653005e-05,2808,364,2,796
171994,8.341800357212658e-05,2808,99,2,540
499683,0.0001861348740654,406,23,0,796
827367,8.336422518448199e-05,101,30,2,540
958444,0.0002323072742498,2808,110,0,728
532487,0.000157670131535,2808,99,2,540
172041,0.0001351698430368,2808,364,8,796
106514,8.255236014636075e-05,403,43,1,855
499745,9.580419630324184e-05,208,61,0,1129
204847,9.733965225224478e-05,2808,369,0,1129
204850,0.0001058730310792,406,59,0,855
8245,0.0001288031187811,2808,372,2,855
630845,0.0001793692163144,677,82,0,796
335937,8.255236014636075e-05,229,29,1,540
499780,9.866066142226202e-05,229,27,0,1129
958533,0.0001039007043957,406,75,14,245
663645,0.0003781923007316,2808,110,6,728
630882,8.255236014636075e-05,101,19,4,245
237668,9.226557902688674e-05,2808,462,0,951
204901,9.814486957202225e-05,162,39,45,245
2596970,0.0001060863706161,50,0,0,1129
532610,0.0003065614781192,677,33,0,728
172167,0.0003041024767229,2808,462,28,951
925837,0.0001067505656809,2808,364,8,796
270491,0.0002093195327873,2808,372,116,855
925852,0.0001467903553359,2808,364,8,796
204968,8.459093666601993e-05,406,75,1,245
1777836,8.255236014636075e-05,2808,364,1,796
172205,0.00014703557722,2808,369,0,1129
893111,9.74832892120727e-05,141,36,9,855
73914,9.24645137743494e-05,677,99,1,540
237773,0.0002659850803143,2808,369,1,1129
1908947,8.782987021216012e-05,2808,364,1,796
139475,9.69873838173345e-05,229,23,0,951
794846,0.0001798132681252,403,52,12,796
73969,9.256778832822535e-05,2808,110,0,728
762097,0.0002682223834417,2808,369,0,1129
467203,0.0001866576182149,677,116,101,855
565521,8.255236014636075e-05,677,82,2,796
74005,0.0001017941534543,406,10,0,951
631071,9.635748401548063e-05,406,43,0,155
631078,0.0001099909177051,403,52,0,796
139566,0.0002722762138284,406,82,0,540
958768,0.000135342663093,2808,462,3,951
172350,8.875613286456752e-05,406,43,15,155
303422,0.0001075504408316,81,3,0,1129
762177,0.000169669943828,2808,364,8,796
41283,0.0004042158975063,2808,369,0,1129
926021,0.0001124926057345,677,67,0,1129
270667,0.0002034694967191,2808,369,16,1129
3088724,0.0002034226804824,2808,10,0,204
696668,0.0003188352486094,208,61,1,1129
8549,0.0001854815554103,2808,369,7,1129
827760,8.753013593983823e-05,677,54,0,951
958839,8.539767840057734e-05,2808,462,2,951
2367865,0.0004158510905346,229,3,0,728
8570,0.0002051297392242,2808,110,0,728
205180,0.0002131320077638,2808,99,16,540
106882,9.569343580445788e-05,677,116,4,855
565634,0.0003315117306023,229,37,10,855
926085,0.0001100963385462,2808,369,0,1129
139655,9.902604224243902e-05,2808,364,0,796
8591,0.0001484973443845,2808,110,0,728
860561,0.0006539398055885,2808,110,3,728
303506,0.000267803076552,677,67,30,1129
74134,0.0001074297500608,95,21,18,540
926108,0.0002921316374809,403,49,1,1129
926115,9.05944759029308e-05,406,82,1,540
106916,0.0001157859178389,403,49,1,1129
795053,0.00027820305397,677,33,0,728
795054,9.05243864288738e-05,229,37,1,855
762288,9.207710724984654e-05,101,19,13,245
270770,0.0002835373027923,81,1,0,728
467382,0.0001268116332929,2808,462,3,951
139709,0.0001079344027463,403,47,4,540
3383741,0.0001342530091863,2808,10,0,204
205254,8.920349762128419e-05,162,39,5,245
893383,0.0001343589028178,2808,369,7,1129
41420,8.630125376088054e-05,677,54,2,951
74195,0.000112081417159,677,99,14,540
827859,0.0001139352440419,208,61,0,1129
41431,9.942552569219728e-05,50,6,5,796
532957,8.255236014636075e-05,406,43,27,155
139741,0.0001686504297243,2808,462,9,951
106987,0.0002043140439927,406,82,7,540
631275,8.255236014636075e-05,2808,110,1,728
467444,0.0002152626502471,2808,369,1,1129
41462,0.0001790560459726,677,33,0,728
303626,0.0001721006722196,2808,364,8,796
3416601,9.919228586966698e-05,677,3,0,204
139804,0.0001281152514755,406,82,6,540
926237,0.0003559478307935,2808,369,5,1129
369183,0.0002409991539937,2808,110,0,728
238115,0.0001103145501658,677,99,128,540
303651,0.0001286252035104,141,36,1,796
172582,0.0004252728030157,2808,110,4,728
533042,0.0001690638074873,229,3,0,728
172612,0.0002930592166264,229,29,12,540
1352264,9.28392406706202e-05,28,2,0,540
500298,0.0002812290437472,141,12,4,1129
107090,0.0002457072289907,2808,372,12,855
172642,8.255236014636075e-05,162,37,2,540
926307,0.0001056881188055,2808,462,3,951
74340,8.459093666601993e-05,406,82,5,540
369270,9.21384072442337e-05,101,17,18,155
8828,0.0006278622694432,2808,369,22,1129
533117,0.0001112870262868,677,99,14,540
762496,9.09615869558316e-05,2808,369,0,1129
664194,8.255236014636075e-05,677,99,9,540
107139,0.0001003103180149,677,82,17,796
139908,0.0001412399227476,2808,462,10,951
762500,0.0001087203197397,2808,369,9,1129
205442,0.0001146130384658,2808,110,0,728
795271,0.0001044133431824,406,59,0,855
795288,0.0001059423532578,28,4,0,245
139933,0.0001040611641691,677,99,11,540
74397,0.0002803974579923,406,23,3,796
238245,0.0001186452748117,46,3,3,1129
271029,0.0001151651576029,677,16,8,245
402117,0.0001938551059265,2808,110,0,728
795341,0.0001022799150521,2808,364,5,796
205520,0.0002512694882565,2808,369,3,1129
664272,0.0001396452030201,677,33,2,728
74452,0.000100827415153,677,99,2,540
238297,9.507733312287223e-05,2808,364,4,796
107227,0.0002402088781716,208,61,1,1129
926428,0.0001398452374342,2808,462,9,951
172770,8.650249279687631e-05,403,43,0,855
172772,8.255236014636075e-05,162,39,1,245
2138857,0.0002904723732949,2808,110,0,728
369389,8.255236014636075e-05,162,37,1,155
631535,0.0001532559969542,2808,462,4,951
107247,8.255236014636075e-05,406,59,1,855
107249,9.687644811345692e-05,677,82,1,796
3416819,0.0002013072835427,677,3,0,204
762618,8.255236014636075e-05,162,37,1,540
795387,8.926004193950479e-05,101,13,0,855
729857,0.0001666374979857,677,33,0,728
271113,0.0002034639570005,162,9,10,855
893719,0.0001068517369212,677,99,9,540
74520,0.0002658930215517,2808,369,0,1129
664346,0.0002733233095625,2808,369,5,1129
631579,0.0001176021525058,2808,364,12,796
762652,0.0002347487086782,141,36,8,796
467749,8.255236014636075e-05,11,1,1,1129
762663,0.0006099781879286,2808,110,0,728
2564904,0.0005521725245586,403,0,0,204
2368302,0.0001003764779404,2808,462,4,951
860985,0.0003580808930801,89,8,0,1129
664378,0.0002230814371541,403,47,22,540
205627,0.0001054424531287,141,19,1,951
860996,0.0001012438523618,403,49,0,1129
2040645,0.0004959948715311,2808,10,0,204
402249,9.753166581003124e-05,677,54,15,951
926548,0.0001248366353398,2808,372,50,855
3449693,8.44913566053904e-05,2808,10,0,204
238440,9.799350962981832e-05,2808,372,20,855
762731,0.000161088060316,677,116,7,855
631667,0.0001919076758599,2808,110,0,728
566138,0.0003067404640641,2808,110,0,728
9084,9.613751305106988e-05,2808,364,20,796
861057,0.0002787717651981,2808,110,0,728
500612,0.000447006854206,46,6,2,951
664457,0.0003242983021553,2808,110,0,728
926604,0.0001086911247484,2808,364,23,796
467853,0.0001127467496278,2808,372,4,855
336783,0.0002007610170704,2808,372,60,855
140176,8.45254989989802e-05,162,39,4,245
41874,0.0001643055947023,2808,372,186,855
238495,0.0001866152874749,101,30,28,540
238506,8.255236014636075e-05,101,13,3,855
41899,9.18050990771639e-05,2808,372,5,855
1811373,8.255236014636075e-05,2808,364,1,796
402351,0.00019496655016,677,67,6,1129
500664,0.0001122252029808,2808,372,25,855
828349,0.0003599921839378,229,27,0,1129
762821,0.0002596009620693,403,49,2,1129
107466,9.932555160777886e-05,403,52,4,796
173007,8.384624829626567e-05,406,82,0,540
631774,0.0001515482222918,2808,372,158,855
304102,0.0001335539930233,208,61,4,1129
41976,9.921642112772608e-05,2808,369,0,1129
533503,0.0006815553275717,2808,110,0,728
9218,0.0001046944466628,2808,462,1,951
959490,8.842160941255235e-05,403,43,0,855
992260,0.0001127445988548,208,22,0,728
762885,0.0005407808821466,2808,110,14,728
697350,0.000282104296724,141,36,5,796
2401289,8.633521668164522e-05,677,33,0,728
205838,0.0003741285614669,2808,369,0,1129
74776,0.0001558121892654,2808,372,0,855
107556,0.0002522945446805,2808,369,1,1129
762921,8.255236014636075e-05,89,3,1,155
664618,0.0001176373498136,229,27,1,1129
533551,0.0007531122473173,2808,369,0,1129
697391,9.011873666973715e-05,677,67,0,1129
861252,0.0006681964829463,403,8,1,728
828507,8.459093666601993e-05,406,82,2,540
238686,0.0003792439947202,677,67,0,1129
74853,0.0001386274051276,208,31,6,951
74857,8.255236014636075e-05,2808,372,1,855
762990,0.0001077311504578,2808,372,1,855
337015,8.255236014636075e-05,406,82,1,540
205959,0.0005078343626471,208,22,0,728
500889,0.0001134489215864,677,116,32,855
566448,0.0003017730185581,403,8,0,728
795841,8.255236014636075e-05,677,82,1,796
664770,0.000322862973859,2808,110,1,728
74952,0.0004682621742572,38,0,0,728
140499,0.0001089146815899,2808,364,40,796
2991317,0.00020465673423,2808,110,0,728
74970,8.255236014636075e-05,403,13,40,155
9437,0.0005617120597499,403,31,0,951
337119,0.0001953818830672,2808,364,8,796
9441,0.0001843091213124,2808,369,1,1129
2532578,0.0001130039200675,208,22,0,728
140521,8.255236014636075e-05,2808,99,1,540
107753,0.0001965786787545,229,27,0,1129
664817,0.0005346718880566,2808,364,16,796
42234,0.0001207038212901,38,10,4,796
500992,0.000290753214151,2808,462,27,951
795905,8.84507427488564e-05,81,11,0,796
140553,8.255236014636075e-05,229,11,2,155
3319054,0.0003318445638561,677,3,0,204
664849,0.0001033670658205,677,82,10,796
9490,0.0001015825977497,2808,369,0,1129
304401,0.0001115525573285,2808,372,17,855
959770,9.19504106775775e-05,101,19,37,245
959775,8.255236014636075e-05,162,37,1,155
369955,0.0001635956166139,2808,110,0,728
664883,8.878966370529582e-05,677,99,1,540
3188027,0.0001503194911712,2808,10,0,204
1451327,0.0001093391323097,2808,110,0,728
828740,8.255236014636075e-05,141,1,4,245
304458,8.255236014636075e-05,50,8,2,155
828756,8.255236014636075e-05,81,8,2,245
206167,9.196523177434884e-05,2808,462,0,951
501081,0.0001806199448847,2808,462,14,951
75100,0.0001375234556601,2808,364,31,796
828768,0.0001405258781167,81,8,8,245
107877,0.0001016898281584,677,116,6,855
763237,0.00021303921087,2808,462,18,951
2729330,0.0004618442447406,208,1,0,204
337271,0.0001121246373485,403,43,5,855
238968,9.867170566413618e-05,2808,462,0,951
894335,0.0001122600740484,677,99,37,540
796045,0.0001908945828571,2808,364,22,796
140689,0.0001242533398108,2808,364,10,796
861600,0.0001238754390646,2808,369,0,1129
206241,0.0001822818889542,2808,462,19,951
75171,8.860138839014188e-05,677,16,15,245
763301,0.0002012997387267,2808,372,24,855
632233,0.000234045571909,403,8,0,728
107950,0.0001187937389763,2808,369,0,1129
173487,0.0001062363877239,2808,364,3,796
402872,0.0003133898739487,677,116,29,855
763341,8.255236014636075e-05,2808,99,2,540
9680,0.0002124496502093,406,75,26,245
992751,0.0003074347062655,208,22,0,728
861687,0.0003280121034664,2808,369,5,1129
337404,0.0003828385721378,229,27,1,1129
75264,0.0002686868090768,2808,364,36,796
894465,0.0002368481933165,2808,372,319,855
796166,0.0001617480504412,406,82,9,540
140816,0.000179040819122,677,82,6,796
75295,0.0001242128662223,141,36,16,855
75308,0.000185780934352,2808,462,0,951
927278,0.0001043303847654,38,1,0,1129
9787,0.0002638168171508,2808,369,0,1129
861757,0.0003878322028301,2808,364,1,796
75329,8.551717029363176e-05,208,61,1,1129
894531,0.0001336915666126,677,99,6,540
206407,0.0001103308295389,2808,364,35,796
173647,0.0001149443936838,2808,364,0,796
992857,0.0005169100194494,2808,110,0,728
108124,0.0001766176803476,677,54,2,951
42589,0.0002733609249127,2808,369,2,1129
829033,9.941646452437736e-05,2808,364,1,796
796281,0.0003770669738935,2808,369,1,1129
206465,0.0001323536222944,2808,462,6,951
75394,0.0002013725805255,2808,462,7,951
566918,0.0001018892304645,2808,364,7,796
927373,0.0001051827301152,2808,462,3,951
370326,0.0005616845652496,2808,110,0,728
468632,8.255236014636075e-05,229,23,2,951
501407,0.0001587716260938,2808,364,55,796
763551,8.255236014636075e-05,677,16,2,245
763554,8.394276470290544e-05,677,16,6,245
2336424,0.0001040847849615,403,8,0,728
403120,0.0001059423532578,162,37,35,155
829122,0.0001811899941545,2808,462,6,951
829125,9.958473073151643e-05,677,116,1,855
894664,8.255236014636075e-05,95,7,1,245
566984,8.639543028888304e-05,208,31,3,951
206538,9.476160883594192e-05,406,59,3,855
566988,0.0001073748953439,2808,462,0,951
763601,0.0001726180810141,2808,462,4,951
108249,0.0003059969331068,162,1,0,1129
763611,9.685322213496292e-05,2808,372,5,855
337631,0.0001472957522782,101,13,8,855
599777,0.0001833232006668,677,54,0,951
2598627,0.0003037811443691,2808,10,1,204
108265,0.0001333043534258,89,8,1,1129
403184,0.000152633610039,2808,99,12,540
9970,0.000145214845688,2808,369,0,1129
108283,0.0001058993405021,229,17,0,796
2795282,0.0001102801135604,403,0,0,204
763670,0.0003411562355194,406,3,0,1129
796439,0.0005910555453451,229,23,7,951
2139934,0.0005448046778737,2808,110,0,728
501537,0.0001059235248354,2808,110,0,728
108340,0.0001409414251753,2808,110,0,728
206658,8.255236014636075e-05,2808,99,1,540
927555,0.0001919801811331,677,99,95,540
75591,0.0003480232701891,2808,369,1,1129
206668,0.0002415845251452,677,67,0,1129
829267,0.0002267390782148,95,6,6,951
763747,0.0001393818259588,2808,369,0,1129
894827,0.000141998647266,162,9,10,855
894831,9.253810369620412e-05,229,17,3,796
567153,0.0004992182956546,2808,110,0,728
894847,0.000162997409008,677,82,10,796
927627,0.0001539832664984,406,82,20,540
75665,8.255236014636075e-05,2808,372,1,855
567190,0.0001103085249317,2808,372,17,855
108446,8.255236014636075e-05,229,17,3,245
927650,0.0001847488379307,2808,462,8,951
173988,0.0001147570039314,141,36,6,855
468911,0.000123795258285,229,23,1,951
174007,0.0001422342852427,2808,462,0,951
763831,8.639294559224362e-05,403,47,0,540
501692,0.0001883930790345,2808,372,5,855
337856,8.255236014636075e-05,403,47,8,540
141256,8.785129991504784e-05,403,31,7,245
468938,0.0004254215237588,677,33,2,728
894930,0.0001567725420049,2808,369,0,1129
75747,0.0002584064478289,2808,364,136,796
894956,0.0001981723917265,101,30,26,540
42993,0.0001499442641952,2808,372,5,855
894962,0.0002961126662332,2808,110,4,728
927736,0.0001080888952302,95,30,7,855
403454,8.255236014636075e-05,229,23,1,951
567294,9.857980517818256e-05,2808,462,0,951
600069,8.255236014636075e-05,2808,462,1,951
108554,8.255236014636075e-05,229,29,4,540
370703,0.0001757985344933,101,1,5,951
239638,8.997990409831023e-05,101,30,7,540
993302,0.0003297466262673,2808,110,0,728
75801,8.255236014636075e-05,403,31,3,951
567325,9.015453595713131e-05,406,82,8,540
796710,9.346229315681544e-05,677,116,1,855
239655,0.0002425929900423,89,6,8,796
174122,0.0003394364705471,2808,462,7,951
501802,0.0001298719656427,2808,364,14,796
75825,0.0001116255269818,677,99,22,540
927795,0.0004887222413349,403,49,2,1129
174132,0.0001222164422264,2808,364,2,796
796734,0.0002506195427526,2808,372,76,855
796736,0.0001393678528482,2808,372,4,855
796741,8.912149221670892e-05,403,31,18,245
567374,9.72095422074897e-05,89,22,1,951
895074,0.0001088376376392,2808,462,0,951
501860,0.0004546336234263,2808,369,0,1129
174198,0.0001005970851403,2808,369,0,1129
206967,0.0001176373498136,406,75,22,245
108679,0.0001721023133523,2808,462,9,951
862343,0.0002824278555689,2808,110,0,728
632986,0.0001686048468147,2808,110,0,728
895136,0.0001651242452175,2808,462,72,951
960674,8.394276470290544e-05,677,16,23,245
600228,0.0001902040056833,406,23,3,796
10412,0.0004847457081585,2808,462,11,951
960690,0.0001563088321399,2808,364,30,796
272563,0.0002282176829941,2808,369,0,1129
272567,8.515124826986296e-05,406,43,9,155
305335,0.0002675070484837,2808,462,0,951
600264,0.0003165872621924,2808,462,0,951
829643,0.000167900308331,101,30,12,540
305363,0.0002527710418131,2808,369,10,1129
239827,0.0009291180675205,2808,369,10,1129
633044,0.0001474596932203,81,18,0,855
993494,0.0001291553722231,677,67,0,1129
665824,9.632111469818536e-05,406,82,0,540
108774,8.641490607822237e-05,95,6,0,951
796914,9.71120886742299e-05,89,6,1,796
239859,8.255236014636075e-05,28,4,7,245
633078,0.0002054980219094,2808,462,9,951
633079,9.597943000001269e-05,2808,372,3,855
633080,8.511254592555989e-05,2808,462,0,951
338179,8.909036774522045e-05,89,7,2,855
665860,0.0003738855505928,2808,369,3,1129
567570,0.0001110993283839,2808,364,9,796
764181,0.0001880371077023,2808,462,8,951
796950,8.255236014636075e-05,95,21,16,540
207127,0.0001662639828745,403,31,11,951
829717,0.0001019387668484,2808,462,0,951
76057,0.0001307613070372,2808,372,50,855
108826,0.0001036297639107,677,99,54,540
796957,8.255236014636075e-05,2808,372,1,855
1714462,0.0001118265268229,208,22,2,728
469286,9.161489210491706e-05,2808,372,8,855
10538,0.0001327472474241,2808,462,7,951
239921,0.0002092517851234,2808,462,49,951
665908,0.0004081511338719,2808,369,7,1129
305468,0.0001830565677153,2808,364,7,796
600386,0.0001778180137708,208,31,0,951
567624,0.0001433066634071,677,116,12,855
272713,9.35489935388848e-05,162,37,0,155
403784,0.0003983548099841,89,3,0,728
43348,8.536817518356417e-05,2808,364,0,796
665944,8.575201214131374e-05,406,59,1,855
239961,0.0001069025722714,2808,372,11,855
665945,0.0001924942482642,2808,369,0,1129
305501,0.0001970591179089,677,82,6,796
633181,0.0002270012940955,2808,462,15,951
665957,0.0001970779673954,677,99,7,540
960874,0.0001022997048261,677,54,1,951
338287,0.0002569803900189,406,23,0,796
141681,0.000165362100054,2808,364,5,796
141683,0.0010169888105415,2808,110,0,728
600435,0.0001561763034182,2808,369,0,1129
2795896,0.0003590558685151,677,3,0,204
2468217,0.0001223632688671,403,8,0,728
797056,0.0002653136882362,81,18,14,855
305541,0.0001527223394809,23,6,3,540
895365,0.0001001045271431,2808,462,0,951
240009,8.488891450249759e-05,101,4,0,796
502163,0.0001027958950993,2808,364,15,796
928160,0.0001955223610026,208,61,2,1129
174506,0.0001051326807045,406,59,0,855
43444,0.0001982263705069,46,12,10,855
502198,0.0001559791079877,403,8,0,728
502199,0.0002645454576953,406,82,4,540
207290,0.0001739482381672,2808,369,1,1129
141774,0.000186600451595,406,10,0,951
240081,0.0002893048028745,2808,372,11,855
895443,0.0001265965006088,2808,364,28,796
109012,8.286788714204501e-05,2808,372,0,855
666073,9.792904842087498e-05,208,22,0,728
567769,0.0003548306961057,2808,110,0,728
797147,8.255236014636075e-05,2808,462,2,951
174557,0.000204335982605,2808,99,54,540
633313,0.0001535382659724,2808,110,0,728
43499,8.255236014636075e-05,162,37,6,155
502269,0.0001110091892326,2808,462,0,951
43520,0.0003047289487947,101,1,2,1129
207360,0.0001125788348769,208,22,0,728
141838,0.0002274815864969,2808,364,12,796
469519,0.0004130969377282,2808,369,1,1129
633358,0.0001723976551003,677,33,0,728
797205,0.0001731354243782,229,29,5,540
862761,0.0003158432659356,2808,110,0,728
43572,0.0001466785720751,208,22,2,728
567862,0.000141786312202,2808,462,9,951
371258,0.0002306314760415,2808,462,13,951
600640,0.0002622147597557,2808,369,2,1129
141893,0.0001559696246627,2808,110,0,728
830028,0.0001440315608122,677,99,6,540
